SpecimensID,Type,Weight,Notes,CreatedDate,LastUpdated
168,Lettuce,45.3720,,2021-12-16 14:49:00,2021-12-16 14:49:00
169,Lettuce,55.9168,,2021-12-16 14:49:00,2021-12-16 14:49:00
170,Lettuce,58.3924,,2021-12-16 14:49:00,2021-12-16 14:49:00
171,Lettuce,81.4224,,2021-12-16 14:49:00,2021-12-16 14:49:00
172,Lettuce,39.2477,,2021-12-16 14:49:00,2021-12-16 14:49:00
173,Lettuce,66.8768,,2021-12-16 14:49:00,2021-12-16 14:49:00
174,Lettuce,44.2238,,2021-12-16 14:49:00,2021-12-16 14:49:00
175,Lettuce,29.0529,,2021-12-16 14:49:00,2021-12-16 14:49:00
176,Lettuce,83.3093,,2021-12-16 14:49:00,2021-12-16 14:49:00
177,Lettuce,23.5916,,2021-12-16 14:49:00,2021-12-16 14:49:00
178,Lettuce,41.6885,,2021-12-16 14:49:00,2021-12-16 14:49:00
179,Lettuce,25.1063,,2021-12-16 14:49:00,2021-12-16 14:49:00
180,Lettuce,68.3143,,2021-12-16 14:49:00,2021-12-16 14:49:00
181,Lettuce,76.8542,,2021-12-16 14:49:00,2021-12-16 14:49:00
182,Lettuce,83.6699,,2021-12-16 14:49:00,2021-12-16 14:49:00
183,Lettuce,74.6436,,2021-12-16 14:49:00,2021-12-16 14:49:00
184,Lettuce,70.6390,,2021-12-16 14:49:00,2021-12-16 14:49:00
185,Lettuce,40.0704,,2021-12-16 14:49:00,2021-12-16 14:49:00
186,Lettuce,31.8138,,2021-12-16 14:49:00,2021-12-16 14:49:00
187,Lettuce,48.9053,,2021-12-16 14:49:00,2021-12-16 14:49:00
188,Lettuce,23.6012,,2021-12-16 14:49:00,2021-12-16 14:49:00
189,Lettuce,13.3762,,2021-12-16 14:49:00,2021-12-16 14:49:00
190,Lettuce,71.8800,,2021-12-16 14:49:00,2021-12-16 14:49:00
191,Lettuce,20.6509,,2021-12-16 14:49:00,2021-12-16 14:49:00
192,Lettuce,13.4508,,2021-12-16 14:49:00,2021-12-16 14:49:00
193,Lettuce,32.9686,,2021-12-16 14:49:00,2021-12-16 14:49:00
194,Lettuce,69.8720,,2021-12-16 14:49:00,2021-12-16 14:49:00
195,Lettuce,52.1175,,2021-12-16 14:49:00,2021-12-16 14:49:00
196,Lettuce,74.2245,,2021-12-16 14:49:00,2021-12-16 14:49:00
197,Lettuce,68.0457,,2021-12-16 14:49:00,2021-12-16 14:49:00
198,Lettuce,12.8416,,2021-12-16 14:49:00,2021-12-16 14:49:00
199,Lettuce,44.0622,,2021-12-16 14:49:00,2021-12-16 14:49:00
200,Lettuce,85.2887,,2021-12-16 14:49:00,2021-12-16 14:49:00
201,Lettuce,25.2060,,2021-12-16 14:49:00,2021-12-16 14:49:00
202,Limes,12.7461,,2021-12-16 14:49:00,2021-12-16 14:49:00
203,Limes,11.0193,,2021-12-16 14:49:00,2021-12-16 14:49:00
204,Limes,5.9617,,2021-12-16 14:49:00,2021-12-16 14:49:00
205,Limes,16.3235,,2021-12-16 14:49:00,2021-12-16 14:49:00
206,Limes,13.8766,,2021-12-16 14:49:00,2021-12-16 14:49:00
207,Limes,9.6815,,2021-12-16 14:49:00,2021-12-16 14:49:00
208,Mushrooms,77.0869,,2021-12-16 14:49:00,2021-12-16 14:49:00
209,Mushrooms,54.6663,,2021-12-16 14:49:00,2021-12-16 14:49:00
210,Mushrooms,12.4074,,2021-12-16 14:49:00,2021-12-16 14:49:00
211,Mushrooms,54.9151,,2021-12-16 14:49:00,2021-12-16 14:49:00
212,Onions,3.3207,,2021-12-16 14:49:00,2021-12-16 14:49:00
213,Onions,20.4880,,2021-12-16 14:49:00,2021-12-16 14:49:00
214,Onions,27.0737,,2021-12-16 14:49:00,2021-12-16 14:49:00
215,Onions,27.5701,,2021-12-16 14:49:00,2021-12-16 14:49:00
216,Onions,11.0745,,2021-12-16 14:49:00,2021-12-16 14:49:00
217,Onions,33.5700,,2021-12-16 14:49:00,2021-12-16 14:49:00
218,Onions,29.9289,,2021-12-16 14:49:00,2021-12-16 14:49:00
219,Onions,32.5902,,2021-12-16 14:49:00,2021-12-16 14:49:00
220,Onions,37.3637,,2021-12-16 14:49:00,2021-12-16 14:49:00
222,Peas,31.6463,,2021-12-16 14:49:00,2022-03-20 12:05:16
223,Peas,56.9720,,2021-12-16 14:49:00,2021-12-16 14:49:00
224,Peas,10.6394,,2021-12-16 14:49:00,2021-12-16 14:49:00
225,Peas,23.6167,,2021-12-16 14:49:00,2021-12-16 14:49:00
226,Peas,10.5385,,2021-12-16 14:49:00,2021-12-16 14:49:00
227,Peas,65.6060,,2021-12-16 14:49:00,2021-12-16 14:49:00
228,Peas,58.3029,,2021-12-16 14:49:00,2021-12-16 14:49:00
229,Peas,20.5097,,2021-12-16 14:49:00,2021-12-16 14:49:00
230,Peas,55.5884,,2021-12-16 14:49:00,2021-12-16 14:49:00
231,Peas,23.0821,,2021-12-16 14:49:00,2021-12-16 14:49:00
232,Peas,45.9661,,2021-12-16 14:49:00,2021-12-16 14:49:00
233,Pineapples,118.9007,,2021-12-16 14:49:00,2021-12-16 14:49:00
234,Pineapples,31.6890,,2021-12-16 14:49:00,2021-12-16 14:49:00
235,Pineapples,126.0520,,2021-12-16 14:49:00,2021-12-16 14:49:00
236,Pineapples,122.9121,,2021-12-16 14:49:00,2021-12-16 14:49:00
237,Pineapples,126.2923,,2021-12-16 14:49:00,2021-12-16 14:49:00
238,Pineapples,22.7936,,2021-12-16 14:49:00,2021-12-16 14:49:00
239,Pineapples,68.1692,,2021-12-16 14:49:00,2021-12-16 14:49:00
240,Pineapples,49.9186,,2021-12-16 14:49:00,2021-12-16 14:49:00
241,Pineapples,118.7123,,2021-12-16 14:49:00,2021-12-16 14:49:00
242,Pineapples,153.7409,,2021-12-16 14:49:00,2021-12-16 14:49:00
243,Pineapples,47.7732,,2021-12-16 14:49:00,2021-12-16 14:49:00
244,Pineapples,51.8989,,2021-12-16 14:49:00,2021-12-16 14:49:00
245,Pineapples,134.4906,,2021-12-16 14:49:00,2021-12-16 14:49:00
246,Radishes,2.2187,,2021-12-16 14:49:00,2021-12-16 14:49:00
247,Rhubarb,11.6653,,2021-12-16 14:49:00,2021-12-16 14:49:00
248,Rhubarb,137.2977,,2021-12-16 14:49:00,2021-12-16 14:49:00
249,Rhubarb,87.9779,,2021-12-16 14:49:00,2021-12-16 14:49:00
250,Rhubarb,72.6710,,2021-12-16 14:49:00,2021-12-16 14:49:00
251,Rhubarb,10.7166,,2021-12-16 14:49:00,2021-12-16 14:49:00
252,Strawberries,90.4217,,2021-12-16 14:49:00,2021-12-16 14:49:00
253,Swiss Chard,108.4335,,2021-12-16 14:49:00,2021-12-16 14:49:00
254,Turnips,85.9415,,2021-12-16 14:49:00,2021-12-16 14:49:00
255,Strawberries,73.1556,,2021-12-16 14:49:00,2021-12-16 14:49:00
256,Strawberries,116.1305,,2021-12-16 14:49:00,2021-12-16 14:49:00
257,Strawberries,89.5868,,2021-12-16 14:49:00,2021-12-16 14:49:00
258,Strawberries,118.5002,It was apart of a batch of rotten strawberries,2021-12-16 14:49:00,2022-03-20 12:04:33
259,Strawberries,120.0353,,2021-12-16 14:49:00,2021-12-16 14:49:00
260,Strawberries,32.6742,,2021-12-16 14:49:00,2021-12-16 14:49:00
261,Strawberries,48.1559,,2021-12-16 14:49:00,2021-12-16 14:49:00
262,Strawberries,77.6258,,2021-12-16 14:49:00,2021-12-16 14:49:00
263,Strawberries,40.7271,,2021-12-16 14:49:00,2021-12-16 14:49:00
264,Strawberries,74.1023,,2021-12-16 14:49:00,2021-12-16 14:49:00
265,Strawberries,98.5011,,2021-12-16 14:49:00,2021-12-16 14:49:00
266,Strawberries,58.8951,,2021-12-16 14:49:00,2021-12-16 14:49:00
267,Strawberries,35.8599,,2021-12-16 14:49:00,2021-12-16 14:49:00
268,Strawberries,122.6474,,2021-12-16 14:49:00,2021-12-16 14:49:00
269,Strawberries,37.5026,,2021-12-16 14:49:00,2021-12-16 14:49:00
270,Strawberries,45.8650,,2021-12-16 14:49:00,2021-12-16 14:49:00
271,Mushrooms,23.4300,Test,2022-01-21 10:55:57,2022-01-21 10:56:38
272,Strawberries,48.2532,,2022-01-21 15:04:38,2022-01-21 15:05:08
273,Wheat,12.0000,Wheat,2021-11-21 18:55:59,2021-11-21 18:56:00
274,Potato,15.0000,Tomato,2021-11-21 18:55:59,2021-11-21 18:55:59
276,Wheat,12.0000,Wheat,2021-11-21 18:55:59,2021-11-21 18:56:00
277,Potato,15.0000,Tomato,2021-11-21 18:55:59,2021-11-21 18:55:59
279,Wheat,12.0000,Wheat,2021-11-21 18:55:59,2021-11-21 19:29:00
280,Potato,15.0000,Tomato,2021-11-21 18:55:59,2021-11-21 18:55:59
282,Wheat,12.0000,Wheat,2021-11-21 18:55:59,2021-11-21 18:56:00
283,Potato,15.0000,Tomato,2021-11-21 18:55:59,2021-11-21 18:55:59
285,Wheat,12.0000,Wheat,2021-11-21 18:55:59,2022-02-14 13:14:39
544,Wheat,12.5050,A slightly bigger wheat,2022-02-14 13:14:47,2022-02-14 13:15:05
545,Lemons,22.0859,,2022-02-19 11:53:10,2022-03-04 17:40:39
546,Kiwifruit,4.8638,Rare test kiwi,2022-02-19 11:53:33,2022-03-04 17:51:17
550,Kiwifruit,4.5000,Smaller Kiwi,2022-03-04 17:58:17,2022-03-04 17:58:46
551,Wheat,12.0000,Wheat,2021-11-21 18:55:59,2021-11-21 18:56:00
552,Potato,15.0000,Tomato,2021-11-21 18:55:59,2021-11-21 18:55:59
553,Apples,115.5060,Large Bulk,2021-11-21 19:30:00,2021-11-21 19:30:00
554,Apples,120.5060,If this works you?ll see this note,2021-11-21 19:30:00,2021-11-21 19:30:00
555,Apples,120.5060,If this works you?ll see this note,2021-11-21 19:30:00,2021-11-21 19:30:00
556,Potato,15.2500,A good potato,2021-12-21 19:30:00,2021-12-21 19:30:00
557,Apples,121.1200,Many Apple!,2021-11-21 19:30:00,2021-11-21 19:30:00
558,Apples,121.1200,Many Apple!,2021-11-21 19:30:00,2021-11-21 19:30:00
559,Apples,121.1200,Many Apple 2 !,2021-11-21 19:30:00,2021-11-21 19:30:00
561,Carrot,22.7336,A new carrot,2022-03-07 12:02:10,2022-03-07 12:02:30
563,Pineapples,162.2778,A pineapple,2022-03-07 12:16:07,2022-03-07 12:16:42
564,Pineapples,139.1023,Another Pineapple,2022-03-07 14:55:34,2022-03-07 14:56:52
565,Peas,15.2500,Test Input 2,2021-11-16 21:52:00,2022-01-21 10:57:00
566,Apples,121.0000,Test Apple 2,2021-12-13 03:06:00,2022-01-08 15:23:00
567,Wheat,12.0000,Wheat,2021-11-21 18:55:59,2021-11-21 19:29:00
568,Potato,15.0000,Tomato,2021-11-21 18:55:59,2021-11-21 18:55:59
569,Wheat,1.2560,Another thing of Wheat,2021-11-21 18:55:59,2022-03-20 11:19:35
570,Wheat,12.0000,Wheat,2021-11-21 18:55:59,2021-11-21 19:29:00
571,Potato,15.0000,Tomato,2021-11-21 18:55:59,2021-11-21 18:55:59
572,Wheat,1.0000,Another thing of Wheat,2021-11-21 18:55:59,2021-11-21 19:29:00
573,Wheat,12.0000,Wheat,2021-11-21 18:55:59,2021-11-21 19:29:00
574,Potato,15.0000,Tomato,2021-11-21 18:55:59,2021-11-21 18:55:59
575,Wheat,1.0000,Another thing of Wheat,2021-11-21 18:55:59,2021-11-21 19:29:00
576,Wheat,12.0000,Wheat,2021-11-21 18:55:59,2021-11-21 19:29:00
577,Potato,15.0000,Tomato,2021-11-21 18:55:59,2021-11-21 18:55:59
578,Wheat,1.0000,Another thing of Wheat,2021-11-21 18:55:59,2021-11-21 19:29:00
579,Apples,121.0000,Test Potato 2,2021-12-13 03:06:13,2022-02-14 13:57:07
580,Wheat,1.0015,,2021-12-13 15:25:43,2022-02-14 13:42:20
581,Potato,7.0001,AnotherPotato,2021-12-13 17:02:51,2022-02-14 13:57:30
582,Wheat,12.5050,A slightly bigger wheat,2022-02-14 13:14:00,2022-02-14 13:15:00
583,Lemons,22.0859,,2022-02-19 11:53:00,2022-03-04 17:40:00
584,Kiwifruit,4.8638,Rare test kiwi,2022-02-19 11:53:00,2022-03-04 17:51:00
585,Kiwifruit,4.5000,Smaller Kiwi,2022-03-04 17:58:00,2022-03-04 17:58:00
586,Wheat,12.0000,Wheat,2021-11-21 18:55:00,2021-11-21 18:56:00
587,Potato,15.0000,Tomato,2021-11-21 18:55:00,2021-11-21 18:55:00
588,Apples,115.5060,Large Bulk,2021-11-21 19:30:00,2021-11-21 19:30:00
589,Apples,120.5060,If this works you?ll see this note,2021-11-21 19:30:00,2021-11-21 19:30:00
591,Potato,15.2500,A good potato,2021-12-21 19:30:00,2022-03-20 11:33:12
592,Wheat,12.0000,Wheat,2021-11-21 18:55:59,2021-11-21 18:56:00
594,Wheat,12.0000,Wheat,2021-11-21 18:55:59,2021-11-21 18:56:00
596,Celery,221.5800,Fairly large potato,2022-03-20 11:06:45,2022-03-20 11:22:27
597,Broccoli,20.0504,From a local farm...,2022-03-20 11:20:05,2022-03-20 13:41:06
598,Broccoli,25.0253,A really big broccoli,2022-03-20 11:22:56,2022-03-20 11:23:35
599,Pineapples,115.0000,From a batch of relatively large pineapples,2022-03-20 11:30:41,2022-03-20 11:32:09
600,Carrot,30.5000,This is a fairly large carrot,2022-03-20 12:03:35,2022-03-20 12:04:00
601,Carrot,12.5000,,2022-03-20 12:05:31,2022-03-20 13:37:09
605,Herbs,37.5000,Good Condition,2022-03-20 13:39:12,2022-03-20 13:40:21
606,Eample,5.0000,,2022-03-20 15:32:55,2022-03-20 15:33:11
